-7.29046,6.70017
9.37736,-5.57932
-3.83666,0.944412
-6.23236,9.85763
9.92923,9.3539
4.51678,9.62219
-7.80276,5.96212
-4.05941,-9.90433
-7.75071,2.79527
7.56861,0.0732536
5.95857,-2.77412
-5.76151,3.62719
-2.02523,4.81294
-0.504826,-1.55825
-6.5227,-3.96174
5.9456,-3.66899
7.44858,-7.01772
9.88137,6.43807
-7.49634,5.275
-0.188219,3.27211
-7.48207,-5.79582
-8.97567,-9.27117
-1.82538,-0.840217
-0.248621,5.8795
8.4175,6.15062
4.11549,-9.94363
4.21408,2.87922
-0.879344,5.47834
1.47509,7.53515
6.16351,-9.64452
6.42492,6.41682
8.80148,-1.74667
-1.5367,1.61913
-6.83885,5.23462
-5.39688,6.19469
9.77043,-3.35103
-4.00337,-9.72922
-5.65524,8.14729
6.96936,9.10035
5.57795,9.74919
-8.64809,5.87195
1.89007,4.65597
3.90466,3.5964
-2.15359,1.23115
-5.83864,0.547429
-1.91583,-2.94475
1.85648,-2.8731
9.29933,-6.91123
-2.10184,-2.25408
4.53909,-2.2286
8.54986,-1.27765
7.25356,2.4072
-7.60906,-0.560864
-3.19561,0.59684
4.32201,9.76759
4.40987,8.25155
0.10997,1.16538
0.0638004,-0.750516
0.931839,-1.04831
7.08902,2.08463
-0.0291163,9.59851
-9.31365,9.54004
-2.73627,3.59039
-3.07533,7.1175
-9.09881,3.20239
4.99882,-7.34008
9.64721,-8.0929
-4.34653,6.04223
-8.44886,2.54769
-9.83812,3.60574
0.678662,-1.22666
-6.00898,-7.23997
-2.35334,5.24843
-9.19058,-4.94088
0.0954199,6.4521
9.63446,6.46911
-3.96345,-9.04111
-5.04305,0.881122
7.75452,-3.12321
-9.33463,-6.74256
7.54728,-5.79396
-4.54494,-0.15116
-5.5316,-0.19397
9.09887,3.03937
5.15007,-1.29509
1.05762,-8.93695
-3.54979,-1.90037
8.16867,6.18274
-4.83408,-7.40307
-0.133463,-2.42999
4.3694,-4.2439
2.46871,6.23748
-3.74984,-2.28579
-3.1214,6.31538
3.3857,-2.41162
-0.830062,-3.92772
8.2113,-0.227646
5.1158,-7.83876
-2.1282,7.40374
-2.78279,8.34236
0.87611,-7.19712
-6.00254,8.9785
9.8022,-5.19848
-9.66959,-2.2277
5.59379,-0.467239
0.80276,-9.63098
8.00366,-6.11009
7.71996,-1.17553
-7.04342,-5.20995
5.99306,-0.539699
-8.20354,2.89101
2.66127,1.68764
4.53309,-2.90724
3.60813,4.14643
-6.75343,-7.32527
-1.00888,-9.15892
5.94728,-6.64888
6.62429,-3.50073
3.1156,-1.5962
5.63818,-7.73615
9.87069,-6.36854
